node1	node2
FEM1A	AP3M1
FEM1A	ZNF497
FEM1A	JSRP1
TAS1R3	FEM1A
KAT8	FEM1A
TMEM121	FEM1A
ANO8	FEM1A
FEM1A	SMIM1
EAF1	FEM1A
PIAS4	FEM1A
ADAT3	FEM1A
FEM1A	SCARB2
ZNF696	FEM1A
FEM1A	EPHB4
FEM1A	PERM1
FEM1A	NRF1
FEM1A	EPHB4
BRD1	FEM1A
WDR90	FEM1A
TSNARE1	FEM1A
NMNAT1	FEM1A
FEM1A	NAV1
ADAT3	FEM1A
BRPF1	FEM1A
SKA2	FEM1A
FEM1A	DDX51
SPPL2B	FEM1A
FEM1A	COL13A1
FEM1A	GTPBP3
HEXD	FEM1A
GRK2	FEM1A
FEM1A	FBXO46
ADAT3	FEM1A
